image_id,file_name,instances,density_group,density_source,domain,domain_source,growth_stage,stage_source,mean_instance_occlusion,occlusion_group
653,7fd3a6c45c9427bc925d88cf5a4e887b0a5f4c327134593d8aab10f07a01effa.png,61,60-70,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.06321064790247237,Low (<10%)
654,8019232a4e2c4e5c16a4674cee677ecd894f57492a31d7d6ba9ce2dc9864c210.png,0,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
655,8044f74d832563ce910c935f6741606cee46f2c1c80e9c2dbd1895ae497b0c80.png,41,40-50,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0215278998908533,Low (<10%)
656,80608694e1e3d15376a9d0d8b21983ec65641e0b6f4b16af0533142fb2e409ff.png,42,40-50,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.04472224023500978,Low (<10%)
657,8064725104be128f59d397b643020dad13be7bcb41245f6af9cedb3fdda9ede3.png,32,30-40,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.05859373239352809,Low (<10%)
658,81459d7e2f9a99bdc89af50526f3fa681a28682b91ab3de89eb2a6c7803bc82a.png,45,40-50,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.04009661276685245,Low (<10%)
659,814bc2f3a39a4cc2e45c382b36e669bbc3363b9a8c6697aa879f40b890abc371.png,49,40-50,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.013172993692349822,Low (<10%)
660,815c1a8a808115e2462667ac569b3c688ad3e903b3f925be4e4760c5b2912db0.png,68,60-70,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.05888523529484056,Low (<10%)
661,81642d9c967d57b583f6f80dec848f07db97329ff4c93ae39aafe04a56aeaaff.png,110,>100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.15585300854746056,Medium (10-30%)
662,817a0c8bafe74ee9cc7d4c3276780a5bfb1c33b583c69faaa58118610763ea8c.png,56,50-60,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.05316676173472037,Low (<10%)
663,81a71d47dfebbadc0ca9f9300442bf1b47102b610e36e357e1a17546463bc696.png,76,70-80,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.137918168389238,Medium (10-30%)
664,81c2ecfaa1991200a5705d4d100d094a254d26da9b519b35ea584092a1bd53c2.png,58,50-60,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.04274921761839028,Low (<10%)
665,8230b0c8f3cb659ce352b05b241d022181dbf482d1321c869ed1713942ffc36b.png,77,70-80,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.017589860404082513,Low (<10%)
666,829f2da632b09d6c8815539b483355b5cfaa30b23ed9aeb3acff51d8a63f0edc.png,70,70-80,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.09344907988567246,Low (<10%)
667,82a3ed9b5a2cc1ca1a5062b29b99d47c75ce0a79c86798f2d3fc19a363c9eedc.png,38,30-40,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.07943505556980399,Low (<10%)
668,83a956624ba04e143d34a03761b083ffb644b47a039ab28b10122e14ff312fb3.png,48,40-50,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.07395465824859952,Low (<10%)
669,84185ca9e0886adf5349b2540ca11062bf1ad9813fe5a2c6cf6a597df09f3247.png,15,10-20,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0,Low (<10%)
670,841aa9f74dc5d4f8acc78cc594949bdc0875d896f3a8d5d6fa74421105093f24.png,53,50-60,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.19325165951886744,Medium (10-30%)
671,844e0003778ccb066807fc2320410bbcc0d58b4d6f744619259838106f093738.png,115,>100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.35796283242135896,High (>30%)
672,84667ced8e62bbf68390fe60c2e0a440d1dde25e084fa86f6c98026a3319567a.png,45,40-50,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.045520660266943194,Low (<10%)
673,84762b69719f022ded468ecad248b3f910e0e11fc690d741fd12d26e414ead5e.png,146,>100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.2547395136167225,Medium (10-30%)
674,84bfacc21a50fa34d629d4e9305a76e2082014b9c84a83ebe0618af715fa4f9f.png,60,60-70,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.053976599556196415,Low (<10%)
675,84e164930e4c64b384b50657651041aed9dabfd2df3d1302c11383d88623adf7.png,59,50-60,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.16185081572161175,Medium (10-30%)
676,8504a2e8ac06104be7a465ac784127ab8d13324132a9ea0cf40cd3a9a65d102a.png,73,70-80,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.07132087452880247,Low (<10%)
677,8551a08d4cb7c2831ddb1a4b0a6f6ffa37ab227f4e644ff6452711d33f90b622.png,72,70-80,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.11122839410650166,Medium (10-30%)
678,8554d02673c8077041b571f6ddaaa5364791cfa47c8f9adfd699b0bbc6988a66.png,102,>100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.17300330932009036,Medium (10-30%)
679,85fc18aa3f405296db7abbb320ea5653d6855fb2533e10be3ad43c87b6fc7666.png,1,0-10,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
680,8601a9383da7f276f5674b982a0ec26a70dcba8507881aa8dc1c6a6c1c657c16.png,47,40-50,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.053675605404426355,Low (<10%)
681,86510d602e0865316f45e3b577179f154640a7352ee861bfe02d37cdabfd3da6.png,39,30-40,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.007414121855499493,Low (<10%)
682,865715be8ba900c27a29f498ac1cdfcb0a6479262383209d5ce83839beadb2c9.png,59,50-60,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.19250614426063037,Medium (10-30%)
683,866098f002f6ddc445b20dd3b0f524a0e6f9c36fb45c352dd7d557d7c575a8c4.png,51,50-60,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.06781893224556523,Low (<10%)
684,86879db47d8ac920b307ece55cc9e6146fa99e89680403b0fd35735d9d509ab2.png,63,60-70,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.18324358885117686,Medium (10-30%)
685,869e268c7b7b654ba9d0d3ba32584bb29e11059e0eda4fd25093b230f0201f8b.png,48,40-50,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10103135742352452,Medium (10-30%)
686,86cd2755c368ad6eb2fb1981286905f269485384d5142ec6d456af0441aab003.png,25,20-30,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.06560868572677507,Low (<10%)
687,86d0e487162cd4f06c23f9998caddb2e67ba66b9cbd136cd2847b1021db3bfb0.png,2,0-10,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
688,870ace8f99b366b018090f8f9283b62a4eff6f523026217ac34808c53f084fca.png,77,70-80,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.06817236248675952,Low (<10%)
689,872b32019a3a748bd527bb597a7269615fa66d7b852f7e4d5aba9c6e5c448005.png,31,30-40,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.09866050764144171,Low (<10%)
690,8738d526d5d904a932eeef3be7fe03997d4db93c741d436d6e577f81934e1eed.png,54,50-60,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.25078134523449663,Medium (10-30%)
691,873aad8a266d9372f5ab5469c5fa5f8a8b9bd128ee3b15b10c7dc6a042ca9a2e.png,101,>100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.25119806570364844,Medium (10-30%)
692,874c27be569fc7c91f1ea9da43e76bde86feb6a268214496ed917ec6b1239c4f.png,46,40-50,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.007753609940812453,Low (<10%)
693,87554d15c2df906a0f0c884ce41e58f5538a3de76713dff2e7d655c14bbdd1ba.png,98,80-100,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.04742710477725188,Low (<10%)
694,8766fb6da157939fbab16702821bb6aa16b30b28cbf2c8e477e4c12a04d81284.png,19,10-20,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
695,877157db6f6769990be088227654ec97c9d517ed24c42c4c88c56f9bd756e5b6.png,18,10-20,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.03452419908089133,Low (<10%)
696,877f7f6695bbb52a71256e3456c86ab58cdfad669eb492cd9e917cf8e1e77ae6.png,55,50-60,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.10476832491692255,Medium (10-30%)
697,87d2baf49fda11cb9744e7079ccb1451890735ce3ddfb29769df624c1d685763.png,4,0-10,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0,Low (<10%)
698,87e0fbed19da21ebaf1f20a0d0a1deb623781848698801c5625c3cffbad05198.png,89,80-100,authoritative_subset_annotations,UQ_9,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.1516469459444883,Medium (10-30%)
699,87e4cbc9f98b1cb6f0ea3461eddb9102b14e963061f09e3b45e6971d29966df1.png,48,40-50,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.03551732252504564,Low (<10%)
700,8864f6c429abe44777563828e6245147899ee41f547a29937bb58157442414bd.png,62,60-70,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.044447903562524024,Low (<10%)
701,886e9ef461898c5cb8d90366c5513e55586fb0744095b0c4351100459cde5c30.png,43,40-50,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.016575421931403527,Low (<10%)
702,88c7af814844d065fb63836c4a2ba004e6191c03916812eb53ed154e61550165.png,61,60-70,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.14695222077815,Medium (10-30%)
703,89396b396ce443f8da11a8e665f68f7e91392aeafb137da1ce5124a61caf601c.png,14,10-20,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.032278112697124155,Low (<10%)
704,89502979a1e0623794d5271ebf1b754fc5506c9421beea6353eb9bae46cbe099.png,64,60-70,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.09446592354106448,Low (<10%)
705,8962a6cea5c4abbbca60d261e8948918ed1e254735dd279e2589c34090c8f3c8.png,19,10-20,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.004027895049566876,Low (<10%)
706,89a2daaafcd81cd4b25ed13ce77fc438aa2b7d0f1c047ab92a846b3438c2b52c.png,56,50-60,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.05363359430384039,Low (<10%)
707,89b4d95722e4351e7ab23614ff00cf1782bfb8c4e323c843c6b2b835de8d3dce.png,12,10-20,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
708,89ec0ea9d89697d36785414c72be7e1ae87d19304a11aaf223cd1169f47a8336.png,116,>100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.08952296260906029,Low (<10%)
709,8a1147d065d3e343fcc091953e4e9d1f21e7d67fffee3e20a9581d6f664690e2.png,43,40-50,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0033584077918285744,Low (<10%)
710,8a1b059491fd5925b058cea8967c61b18b30ed5a7348f206d31f5f117ea059e0.png,55,50-60,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.07124745405235434,Low (<10%)
711,8a3cf717f854dd048365222630a3b7641386eff2d0836aafd2fb0208d360aac6.png,15,10-20,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.09784143272927229,Low (<10%)
712,8ab5a48ed05e583219eb425acc8fd010a7c21f7ff4bbfd88db162dc6e4a9c591.png,39,30-40,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.2229677357646513,Medium (10-30%)
713,8abdf5f3a9b15de338a7547a9d72077dace6fe76b6f9193e8ecd024d23e9a36e.png,47,40-50,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.2150102882825783,Medium (10-30%)
714,8ac32dd8d655d52f1801e3869c722061262d2834ed275a38211d3723b64c3e8f.png,47,40-50,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.1810792022525203,Medium (10-30%)
715,8b0f84a6952446a474c1f9d821fd04b307bc24d5f9b654472c90469b250d8725.png,41,40-50,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.016303952044848007,Low (<10%)
716,8b1981c667df62d047a601f829e180fb14aba73126685b751a12a949eb10c576.png,18,10-20,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0,Low (<10%)
717,8b494a8cdba82826ae268370a89f13ee4daebe4d706e80b2e42ab3cfe9120ed9.png,68,60-70,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.08056576974496141,Low (<10%)
718,8ba1df2526af2d3f1b0aad7f292109d729c8c751bc6f97cbbaec3562d70576fd.png,32,30-40,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.12699410353548407,Medium (10-30%)
719,8bb6fdbd1c5b96d549de35ba22fa9f8e8c88a2653453287843c9126d09e5eda4.png,106,>100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.09905936460532345,Low (<10%)
720,8bb9c0a93bd8b18ebb9b7fc9363bf4fd8fe94f4c626cd2845ce045c1ea5ff07b.png,100,>100,authoritative_subset_annotations,UQ_9,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.09015496570974697,Low (<10%)
721,8bcec5a96815a8cf9b365f7e0c9fca4db5824cf3d5e9d43dd6c51dd661c9024d.png,17,10-20,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.020556319256050136,Low (<10%)
722,8c02bba56d303ce9747fbd6509682d06faa55a247471c76b869e65481a4d7cae.png,61,60-70,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.1318501774948639,Medium (10-30%)
723,8c33e11d1fe056147d20d3b71b3d681089ea70d0473b1972b68c3a365f234fb2.png,44,40-50,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.05174771748243428,Low (<10%)
724,8c4b5e8707198ec05ef8fb69974d2d3d47e160ac18c4bfcddd6e43eb57acdddc.png,53,50-60,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.01845623366328564,Low (<10%)
725,8c4da9f46280c42563b338cdd6cfd048220af261da48c0a9d062be3eeb66cfbc.png,62,60-70,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.04920437074011503,Low (<10%)
726,8ca9504234d4798bc57a12edcc4bfee60d81eb5688582d28280bdceee1550666.png,27,20-30,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0852418811956147,Low (<10%)
727,8dc9839b80b9c50237b98348b91822ecba95929c40be6e4f960f895ddf41349c.png,120,>100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.22670612431551787,Medium (10-30%)
728,8ddc1eb55668070b2cc5c0d3a23f27080dbab2c367fd6733a2dc87c9a0a55b72.png,11,10-20,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0926424615312441,Low (<10%)
729,8dffe47c7acdc4d307da85d5d0e52c3faca110a2efaff9f259c1fb1f3f903078.png,25,20-30,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.08568120789667319,Low (<10%)
730,8e484a105658965f20dab8763d6b2f35b4d3f5e78f04a5dbe4a3d0a5b7d28007.png,24,20-30,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
731,8e573281b52893a254252cdc2db942beae2a449f7995d2a1e8a980d1045de06f.png,35,30-40,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0017651888341543515,Low (<10%)
732,8e58c8ad8227cd1ce7d03dd0bf627fd817482135f3a60a10bff47d6c70cdb680.png,27,20-30,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.16863093939779183,Medium (10-30%)
733,8e5ea9b54b64fc095c82a9d4f62f9126a03825b0b5e23ab670cfaf851c051879.png,64,60-70,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.12258637919135644,Medium (10-30%)
734,8e641ed54abd522079ecf562bd3de6994e8be7c58589121b5d923db28ff5c703.png,34,30-40,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.025346444523255823,Low (<10%)
735,8ea258a6b05d14ec998ec7b14bff566e9933537d62255fed52b1a24782fc3533.png,25,20-30,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.06998761299043128,Low (<10%)
736,8eeedf1522011a94a761ea64e21e88c7cd372c30dae9bcad58aa6e91076fc7ae.png,82,80-100,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.11789061102462808,Medium (10-30%)
737,8f19092909cd997462af123d98fcc0946fc95c13008c497cf453b7354cca997d.png,44,40-50,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.04174098850949276,Low (<10%)
738,8f206d1d2a12835ce31e67f2897864aafa1a53c64e5979b408da163371798211.png,68,60-70,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.1609285298563886,Medium (10-30%)
739,8f2a5df2b7ffcfbf297ab47fba87716572bb0d8696d9411d0ea9a3f8a55711bf.png,44,40-50,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.1699469552255798,Medium (10-30%)
740,8f323955e41e047886ddaf6037b8b8b8c6f4fad5864157a61cf564ec9c09d1c4.png,25,20-30,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.04460092436997955,Low (<10%)
741,8f34acefa82d16269858fd9e017e8001ec8e4c25a1d8a6221572c949f4ef76e1.png,60,60-70,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.02504348721196887,Low (<10%)
742,8f6e94b0905b4f58fd886c85e598b2557cebe3881738791095bb6ea7a32dde9a.png,61,60-70,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.09424003639460973,Low (<10%)
743,8fa0c328a7ef9cf66fef1d511234a2e9f11518814ba5447d72122545e76161e1.png,3,0-10,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
744,8fb895d68039fc8eb3c49102a224580e16057e25ffb91ef0c9d52cb8a4abf4ea.png,149,>100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.07122772200905082,Low (<10%)
745,8fce7a1b72112589c766a665f94790d493eba22cf41ff40365a517015e0cfce4.png,58,50-60,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.15080616378415346,Medium (10-30%)
746,903cd50e9764e20e3b7cccfec326d99dd6653a08faaee01dd81b4f0d14d43470.png,85,80-100,authoritative_subset_annotations,UQ_7,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0996747054949174,Low (<10%)
747,9055b7dc5a0a0ed79d907c080cc7bf80b129c38e71836aded03ec2d93edc48ae.png,29,20-30,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10021695617469357,Medium (10-30%)
748,9068fbb4fc6ba5c4b7b80fc67a72f0b58a23d68809104bc805ac5f02b3bd6d19.png,57,50-60,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.055256707990190945,Low (<10%)
749,90757cb25b0314ef69bf281336f7779927647d575dd35f6dabe12fa60834c8f5.png,49,40-50,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.03942507977103601,Low (<10%)
750,907598ab2abf5f8de43474012879c214671130a0fc437f4479380563ea555194.png,39,30-40,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.008750153377933115,Low (<10%)
751,90c7949299958b96a80077b7c11f147cd1534c1213e6c7c50e67bfc2e2b97a31.png,23,20-30,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.08039038595466942,Low (<10%)
752,90d9cbda11e5dd52d49cc7567879eb2c544a6614ef11330db259e07378d98e4d.png,43,40-50,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.26426982240820196,Medium (10-30%)
753,90e589c9dd81ff7ff749cbe855573686dd2cea940a0a60c0e96fd5a71e9da168.png,56,50-60,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.09535291854448856,Low (<10%)
754,90ed7ba84d65fd32db41ee514a17093b3556f6699c83e42fb952fca1fc129821.png,33,30-40,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.03106494723590729,Low (<10%)
755,910c0b3691d387100253cdda1c35cf1ba126d276d4d8223f1a568ff6528d3608.png,37,30-40,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.04313581749884758,Low (<10%)
756,91554722b47f6fedd25920a6a5c5cb9c510bfc886a9956fff283f3acf66d609d.png,0,0-10,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
757,916e376ce07f7f29b7a45dbac497c27d2bf2b6a714e44c83706380e6f1ae1897.png,98,80-100,authoritative_subset_annotations,UQ_9,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.12094784825769923,Medium (10-30%)
758,9198bfa24c9030a132bdcb2a93560074022596e8ca4e383e5e5bb7c1d794dd6a.png,35,30-40,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.01840809354667541,Low (<10%)
759,91a1ae548c3f81fc4b18e3493d7d5ff9d501bff53b31d450c88e888caa844c7b.png,41,40-50,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.044029270448974284,Low (<10%)
760,91dd705bd1700e3e9f97d6f24b0660109dc3aae44e7e83cfe783972155860a78.png,51,50-60,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.24589099869306733,Medium (10-30%)
761,91e63e7c2e84328dce33fbe746097fac1b841d362a558ebe5e854087b81ca39b.png,0,0-10,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
762,91e9c63721f5a110c5161a4f08524c16694d2771a4447c821bfab6e30bc82af3.png,70,70-80,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.04173076952408128,Low (<10%)
763,91edc93bee2deaa58b729fa77041bd73649301fa62fea357c9ce2929c5830b0a.png,67,60-70,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.2207446230319949,Medium (10-30%)
764,91fc6a7e811d6d9768d25510026a673b603da11cd79ca4b77d957561e95625cc.png,107,>100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.19519635946462946,Medium (10-30%)
765,9246678ff8d6983f7ea2a72346bea70c2ced40eddfd70e3742c15b6a371fb2e6.png,95,80-100,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.06067288245151122,Low (<10%)
766,92e363996758d6261726abf33f7555b4f1503306b198877d77ca9dd04998bd39.png,34,30-40,authoritative_subset_annotations,ARC_1,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.039875968659391234,Low (<10%)
767,93525ac76fb048e74d4a372d8a652a12dc2f293b5fadbd90d2d694677a47fdef.png,57,50-60,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.15168680360782844,Medium (10-30%)
768,937cb5b935726dfc42cec18ab4f09eb581831ab1c83978234db1b2239980d370.png,68,60-70,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.2681849708877921,Medium (10-30%)
769,938287213cc96845f92e42fc0cf962d4d9910e54d7ed6896027bda7720d5f822.png,29,20-30,authoritative_subset_annotations,Ukyoto_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.26036336850200004,Medium (10-30%)
